,FILEDATE,DISPDATE,sex,race,age,is_citizen,educ,crime,crim_hist,counsel,judge
530940,11/24/2010,04/14/2011,0.0,2.0,"(15, 30]",1.0,1.0,10.0,"(2, 3]",0,Kristi DuBose
530941,11/24/2010,01/20/2011,0.0,3.0,"(15, 30]",3.0,1.0,21.0,"(-1, 0]",0,Kristi DuBose
530942,11/24/2010,01/20/2011,0.0,1.0,"(50, 65]",1.0,3.0,8.0,"(-1, 0]",0,Kristi DuBose
530943,11/24/2010,02/16/2011,0.0,1.0,"(30, 50]",1.0,1.0,16.0,"(8, 9]",0,Kristi DuBose
530944,11/24/2010,01/20/2011,0.0,1.0,"(50, 65]",1.0,1.0,17.0,"(0, 1]",0,Kristi DuBose
530945,11/24/2010,04/22/2011,0.0,1.0,"(30, 50]",1.0,5.0,29.0,"(15, 25]",0,Kristi DuBose
530947,12/29/2010,02/17/2011,0.0,1.0,"(15, 30]",1.0,3.0,23.0,"(3, 4]",0,Kristi DuBose
530948,12/29/2010,03/15/2011,0.0,1.0,"(30, 50]",1.0,5.0,28.0,"(-1, 0]",6,Kristi DuBose
530949,12/29/2010,12/20/2011,0.0,2.0,"(30, 50]",1.0,1.0,30.0,"(9, 10]",0,Kristi DuBose
530950,12/29/2010,05/26/2011,0.0,6.0,"(50, 65]",1.0,5.0,34.0,"(3, 4]",0,Kristi DuBose
530951,12/29/2010,03/30/2011,0.0,2.0,"(30, 50]",1.0,5.0,23.0,"(-1, 0]",0,Kristi DuBose
530952,12/30/2010,02/22/2011,0.0,1.0,"(50, 65]",1.0,5.0,12.0,"(-1, 0]",0,Kristi DuBose
530953,01/27/2011,06/28/2011,0.0,2.0,"(30, 50]",1.0,1.0,40.0,"(9, 10]",0,Kristi DuBose
530954,01/27/2011,03/25/2011,0.0,3.0,"(30, 50]",3.0,1.0,21.0,"(8, 9]",6,Kristi DuBose
530955,01/27/2011,06/08/2012,0.0,1.0,"(50, 65]",1.0,1.0,13.0,"(2, 3]",1,Kristi DuBose
530956,01/27/2011,06/11/2012,1.0,1.0,"(30, 50]",1.0,3.0,18.0,"(-1, 0]",6,Kristi DuBose
530957,01/27/2011,02/02/2012,0.0,2.0,"(50, 65]",1.0,5.0,19.0,"(1, 2]",2,Kristi DuBose
530958,01/27/2011,03/30/2011,1.0,2.0,"(50, 65]",1.0,1.0,11.0,"(11, 12]",0,Kristi DuBose
530959,01/27/2011,05/18/2011,0.0,2.0,"(30, 50]",1.0,1.0,10.0,"(3, 4]",0,Kristi DuBose
530960,01/27/2011,03/24/2011,0.0,2.0,"(30, 50]",1.0,5.0,21.0,"(3, 4]",0,Kristi DuBose
530961,01/27/2011,03/17/2011,0.0,1.0,"(30, 50]",1.0,5.0,25.0,"(1, 2]",0,Kristi DuBose
530962,01/27/2011,04/27/2011,1.0,1.0,"(15, 30]",1.0,5.0,16.0,"(-1, 0]",0,Kristi DuBose
530963,01/27/2011,03/30/2011,0.0,2.0,"(30, 50]",1.0,3.0,25.0,"(3, 4]",0,Kristi DuBose
530964,02/24/2011,05/27/2011,0.0,1.0,"(30, 50]",1.0,6.0,9.0,"(-1, 0]",0,Kristi DuBose
530965,02/24/2011,06/02/2011,0.0,2.0,"(15, 30]",1.0,1.0,21.0,"(5, 6]",0,Kristi DuBose
530966,02/24/2011,06/07/2011,0.0,1.0,"(15, 30]",1.0,1.0,17.0,"(2, 3]",0,Kristi DuBose
530967,02/25/2011,04/14/2011,0.0,2.0,"(30, 50]",1.0,5.0,7.0,"(6, 7]",0,Kristi DuBose
530968,02/24/2011,04/14/2011,0.0,1.0,"(30, 50]",1.0,3.0,9.0,"(-1, 0]",0,Kristi DuBose
530969,02/24/2011,04/14/2011,0.0,2.0,"(30, 50]",1.0,3.0,9.0,"(9, 10]",0,Kristi DuBose
530970,03/24/2011,05/18/2011,1.0,1.0,"(30, 50]",1.0,5.0,20.0,"(-1, 0]",0,Kristi DuBose
530971,03/24/2011,10/06/2011,0.0,2.0,"(15, 30]",1.0,1.0,21.0,"(9, 10]",0,Kristi DuBose
530974,03/24/2011,06/02/2011,1.0,1.0,"(30, 50]",1.0,1.0,9.0,"(-1, 0]",0,Kristi DuBose
530975,03/24/2011,06/02/2011,0.0,1.0,"(30, 50]",1.0,3.0,9.0,"(-1, 0]",0,Kristi DuBose
530976,03/24/2011,06/24/2011,1.0,2.0,"(30, 50]",1.0,5.0,23.0,"(11, 12]",0,Kristi DuBose
530977,03/24/2011,08/18/2011,0.0,1.0,"(30, 50]",1.0,5.0,32.0,"(9, 10]",1,Kristi DuBose
530978,03/24/2011,06/02/2011,0.0,2.0,"(30, 50]",1.0,5.0,21.0,"(3, 4]",1,Kristi DuBose
530979,03/24/2011,09/29/2011,0.0,1.0,"(30, 50]",1.0,3.0,27.0,"(2, 3]",0,Kristi DuBose
530980,04/28/2011,06/28/2011,1.0,1.0,"(30, 50]",1.0,3.0,21.0,"(-1, 0]",0,Kristi DuBose
530981,04/28/2011,07/02/2012,0.0,2.0,"(50, 65]",1.0,1.0,40.0,"(7, 8]",0,Kristi DuBose
530982,04/28/2011,06/28/2011,0.0,2.0,"(15, 30]",1.0,3.0,13.0,"(2, 3]",0,Kristi DuBose
530983,04/28/2011,06/28/2011,1.0,1.0,"(30, 50]",1.0,5.0,8.0,"(-1, 0]",0,Kristi DuBose
530984,04/28/2011,06/28/2011,0.0,1.0,"(30, 50]",1.0,3.0,12.0,"(-1, 0]",0,Kristi DuBose
530986,05/26/2011,10/11/2011,0.0,3.0,"(30, 50]",2.0,5.0,20.0,"(-1, 0]",2,Kristi DuBose
530987,05/26/2011,08/18/2011,0.0,2.0,"(30, 50]",1.0,1.0,21.0,"(0, 1]",0,Kristi DuBose
530988,05/26/2011,07/19/2011,1.0,2.0,"(65, 80]",1.0,1.0,9.0,"(-1, 0]",0,Kristi DuBose
530989,05/26/2011,08/02/2011,0.0,2.0,"(30, 50]",1.0,3.0,13.0,"(8, 9]",0,Kristi DuBose
530990,05/26/2011,04/05/2013,0.0,2.0,"(30, 50]",1.0,1.0,21.0,"(6, 7]",0,Kristi DuBose
530991,05/26/2011,08/29/2011,0.0,1.0,"(50, 65]",1.0,1.0,37.0,"(-1, 0]",0,Kristi DuBose
530992,05/26/2011,07/25/2011,0.0,2.0,"(30, 50]",1.0,5.0,13.0,"(0, 1]",0,Kristi DuBose
530993,05/26/2011,07/21/2011,0.0,2.0,"(15, 30]",1.0,3.0,29.0,"(2, 3]",0,Kristi DuBose
530994,06/22/2011,11/23/2011,0.0,2.0,"(30, 50]",1.0,1.0,12.0,"(-1, 0]",0,Kristi DuBose
530995,06/22/2011,11/08/2011,0.0,6.0,"(15, 30]",1.0,1.0,13.0,"(-1, 0]",6,Kristi DuBose
530996,06/22/2011,08/11/2011,0.0,3.0,"(50, 65]",3.0,1.0,10.0,"(8, 9]",6,Kristi DuBose
530997,07/28/2011,09/19/2011,1.0,1.0,"(30, 50]",3.0,5.0,6.0,"(0, 1]",0,Kristi DuBose
530998,07/28/2011,11/23/2011,0.0,2.0,"(15, 30]",1.0,1.0,5.0,"(0, 1]",0,Kristi DuBose
530999,07/28/2011,01/19/2012,0.0,2.0,"(30, 50]",1.0,1.0,5.0,"(0, 1]",0,Kristi DuBose
531000,07/28/2011,11/23/2011,0.0,2.0,"(15, 30]",1.0,3.0,5.0,"(1, 2]",0,Kristi DuBose
531001,07/28/2011,11/15/2011,1.0,1.0,"(30, 50]",1.0,1.0,7.0,"(2, 3]",0,Kristi DuBose
531002,07/28/2011,09/22/2011,1.0,2.0,"(50, 65]",1.0,1.0,16.0,"(3, 4]",0,Kristi DuBose
531003,07/28/2011,09/29/2011,1.0,2.0,"(30, 50]",1.0,3.0,14.0,"(2, 3]",0,Kristi DuBose
531004,07/28/2011,09/19/2011,0.0,1.0,"(30, 50]",1.0,5.0,23.0,"(11, 12]",0,Kristi DuBose
531005,07/28/2011,11/18/2011,0.0,1.0,"(30, 50]",1.0,3.0,14.0,"(-1, 0]",0,Kristi DuBose
531006,07/28/2011,11/03/2011,0.0,2.0,"(15, 30]",1.0,3.0,13.0,"(1, 2]",0,Kristi DuBose
531007,07/28/2011,09/29/2011,0.0,2.0,"(15, 30]",1.0,3.0,21.0,"(3, 4]",0,Kristi DuBose
531008,07/29/2011,06/14/2012,0.0,2.0,"(15, 30]",1.0,3.0,13.0,"(1, 2]",0,Kristi DuBose
531009,07/28/2011,10/21/2011,0.0,2.0,"(15, 30]",1.0,3.0,23.0,"(5, 6]",0,Kristi DuBose
531010,08/18/2011,10/26/2011,0.0,2.0,"(15, 30]",1.0,3.0,29.0,"(4, 5]",1,Kristi DuBose
531011,08/25/2011,10/18/2011,1.0,2.0,"(30, 50]",1.0,1.0,12.0,"(-1, 0]",0,Kristi DuBose
531012,08/25/2011,10/21/2011,0.0,2.0,"(15, 30]",1.0,3.0,19.0,"(3, 4]",6,Kristi DuBose
531013,08/25/2011,11/23/2011,0.0,2.0,"(15, 30]",1.0,1.0,21.0,"(1, 2]",0,Kristi DuBose
531014,09/30/2011,12/20/2011,0.0,1.0,"(30, 50]",1.0,3.0,29.0,"(11, 12]",0,Kristi DuBose
531015,09/30/2011,03/05/2012,0.0,1.0,"(30, 50]",1.0,1.0,31.0,"(12, 13]",0,Kristi DuBose
531016,09/30/2011,12/20/2011,0.0,1.0,"(50, 65]",1.0,3.0,9.0,"(3, 4]",0,Kristi DuBose
531017,09/30/2011,01/18/2012,1.0,1.0,"(30, 50]",1.0,1.0,23.0,"(-1, 0]",0,Kristi DuBose
531018,09/30/2011,06/01/2012,1.0,1.0,"(50, 65]",1.0,5.0,18.0,"(-1, 0]",2,Kristi DuBose
531019,09/30/2011,12/20/2011,0.0,2.0,"(15, 30]",1.0,1.0,15.0,"(11, 12]",0,Kristi DuBose
531020,09/30/2011,03/05/2012,1.0,2.0,"(30, 50]",1.0,1.0,9.0,"(-1, 0]",0,Kristi DuBose
531021,09/30/2011,12/20/2011,1.0,2.0,"(50, 65]",1.0,3.0,10.0,"(0, 1]",0,Kristi DuBose
531022,09/30/2011,01/04/2012,0.0,2.0,"(30, 50]",1.0,3.0,30.0,"(11, 12]",0,Kristi DuBose
531023,09/30/2011,12/20/2011,0.0,1.0,"(50, 65]",1.0,3.0,30.0,"(15, 25]",0,Kristi DuBose
531024,10/28/2011,12/20/2011,0.0,2.0,"(30, 50]",1.0,5.0,21.0,"(1, 2]",0,Kristi DuBose
531025,10/28/2011,01/24/2012,1.0,2.0,"(30, 50]",1.0,5.0,30.0,"(2, 3]",0,Kristi DuBose
531026,10/28/2011,12/20/2011,0.0,2.0,"(15, 30]",1.0,1.0,12.0,"(8, 9]",0,Kristi DuBose
531027,10/28/2011,12/20/2011,1.0,2.0,"(15, 30]",1.0,1.0,8.0,"(1, 2]",0,Kristi DuBose
531028,10/28/2011,01/18/2012,0.0,2.0,"(15, 30]",1.0,1.0,17.0,"(0, 1]",0,Kristi DuBose
531029,10/28/2011,12/20/2011,0.0,1.0,"(15, 30]",1.0,3.0,4.0,"(8, 9]",0,Kristi DuBose
531030,10/28/2011,01/29/2012,0.0,1.0,"(30, 50]",1.0,5.0,14.0,"(-1, 0]",0,Kristi DuBose
531031,10/31/2011,12/20/2011,1.0,1.0,"(15, 30]",1.0,1.0,29.0,"(3, 4]",0,Kristi DuBose
531032,11/23/2011,01/18/2012,0.0,2.0,"(30, 50]",1.0,3.0,15.0,"(0, 1]",0,Kristi DuBose
531033,11/23/2011,01/24/2012,1.0,1.0,"(30, 50]",1.0,5.0,13.0,"(0, 1]",0,Kristi DuBose
531034,11/23/2011,03/05/2012,0.0,3.0,"(30, 50]",3.0,1.0,34.0,"(8, 9]",0,Kristi DuBose
531035,11/28/2011,01/18/2012,0.0,2.0,"(30, 50]",1.0,1.0,9.0,"(10, 11]",0,Kristi DuBose
531036,11/23/2011,01/18/2012,1.0,2.0,"(15, 30]",1.0,3.0,9.0,"(-1, 0]",0,Kristi DuBose
531037,11/23/2011,03/27/2012,0.0,2.0,"(30, 50]",1.0,3.0,18.0,"(8, 9]",0,Kristi DuBose
531038,12/28/2011,01/30/2012,0.0,3.0,"(30, 50]",3.0,3.0,6.0,"(-1, 0]",6,Kristi DuBose
531039,12/28/2011,03/05/2012,0.0,2.0,"(30, 50]",1.0,5.0,23.0,"(11, 12]",0,Kristi DuBose
531040,12/28/2011,05/28/2012,0.0,2.0,"(15, 30]",1.0,1.0,23.0,"(2, 3]",0,Kristi DuBose
531041,12/30/2011,03/05/2012,0.0,2.0,"(30, 50]",1.0,3.0,15.0,"(5, 6]",0,Kristi DuBose
531042,12/28/2011,03/05/2012,1.0,2.0,"(30, 50]",1.0,5.0,5.0,"(-1, 0]",0,Kristi DuBose
531044,12/28/2011,03/05/2012,0.0,1.0,"(30, 50]",1.0,1.0,15.0,"(-1, 0]",0,Kristi DuBose
531045,12/28/2011,04/11/2012,0.0,1.0,"(30, 50]",1.0,3.0,23.0,"(5, 6]",0,Kristi DuBose
531046,01/26/2012,05/28/2012,0.0,2.0,"(30, 50]",1.0,3.0,12.0,"(9, 10]",0,Kristi DuBose
531047,01/26/2012,03/27/2012,0.0,1.0,"(15, 30]",1.0,3.0,21.0,"(3, 4]",0,Kristi DuBose
531048,01/26/2012,09/20/2012,0.0,1.0,"(30, 50]",1.0,3.0,32.0,"(0, 1]",0,Kristi DuBose
531049,01/26/2012,05/28/2012,1.0,1.0,"(30, 50]",1.0,6.0,27.0,"(-1, 0]",0,Kristi DuBose
531050,01/26/2012,04/12/2012,0.0,1.0,"(50, 65]",1.0,5.0,15.0,"(-1, 0]",0,Kristi DuBose
531051,03/01/2012,10/19/2012,0.0,2.0,"(30, 50]",1.0,3.0,11.0,"(2, 3]",0,Kristi DuBose
531052,03/01/2012,04/11/2012,0.0,2.0,"(15, 30]",1.0,1.0,15.0,"(-1, 0]",6,Kristi DuBose
531053,03/01/2012,04/11/2012,0.0,2.0,"(15, 30]",1.0,3.0,15.0,"(1, 2]",1,Kristi DuBose
531054,03/01/2012,05/28/2012,0.0,2.0,"(30, 50]",1.0,5.0,19.0,"(6, 7]",3,Kristi DuBose
531055,03/01/2012,11/29/2012,0.0,2.0,"(15, 30]",1.0,1.0,23.0,"(8, 9]",0,Kristi DuBose
531056,03/29/2012,06/14/2012,0.0,1.0,"(15, 30]",1.0,3.0,17.0,"(1, 2]",0,Kristi DuBose
531057,03/29/2012,05/28/2012,0.0,1.0,"(30, 50]",1.0,6.0,10.0,"(-1, 0]",6,Kristi DuBose
531059,03/29/2012,05/28/2012,0.0,2.0,"(30, 50]",1.0,5.0,11.0,"(0, 1]",0,Kristi DuBose
531060,03/29/2012,06/14/2012,0.0,2.0,"(50, 65]",1.0,3.0,12.0,"(-1, 0]",0,Kristi DuBose
531061,04/26/2012,06/26/2013,0.0,1.0,"(30, 50]",1.0,1.0,31.0,"(2, 3]",0,Kristi DuBose
531062,04/26/2012,07/18/2012,0.0,2.0,"(15, 30]",1.0,1.0,41.0,"(3, 4]",0,Kristi DuBose
531063,04/26/2012,06/26/2012,0.0,2.0,"(30, 50]",1.0,3.0,23.0,"(2, 3]",1,Kristi DuBose
531064,04/26/2012,06/28/2012,1.0,2.0,"(30, 50]",1.0,5.0,9.0,"(-1, 0]",0,Kristi DuBose
531065,05/30/2012,07/18/2012,0.0,2.0,"(50, 65]",1.0,1.0,10.0,"(-1, 0]",0,Kristi DuBose
531066,05/30/2012,07/18/2012,0.0,2.0,"(30, 50]",1.0,1.0,17.0,"(4, 5]",0,Kristi DuBose
531067,05/30/2012,07/18/2012,0.0,1.0,"(30, 50]",1.0,6.0,19.0,"(6, 7]",0,Kristi DuBose
531068,05/30/2012,09/20/2012,1.0,2.0,"(30, 50]",1.0,3.0,9.0,"(0, 1]",0,Kristi DuBose
531069,05/30/2012,08/10/2012,0.0,2.0,"(15, 30]",1.0,3.0,16.0,"(-1, 0]",0,Kristi DuBose
531070,05/30/2012,08/27/2012,0.0,2.0,"(30, 50]",1.0,3.0,31.0,"(8, 9]",0,Kristi DuBose
531071,05/30/2012,07/18/2012,0.0,2.0,"(15, 30]",1.0,1.0,25.0,"(1, 2]",0,Kristi DuBose
531072,06/28/2012,09/27/2012,0.0,1.0,"(50, 65]",1.0,6.0,18.0,"(-1, 0]",0,Kristi DuBose
531073,06/28/2012,09/20/2012,0.0,1.0,"(30, 50]",1.0,6.0,20.0,"(-1, 0]",0,Kristi DuBose
531074,06/28/2012,09/20/2012,1.0,1.0,"(15, 30]",1.0,5.0,7.0,"(0, 1]",0,Kristi DuBose
531075,06/28/2012,08/10/2012,1.0,2.0,"(30, 50]",1.0,1.0,9.0,"(4, 5]",0,Kristi DuBose
531076,06/28/2012,08/10/2012,1.0,1.0,"(30, 50]",1.0,3.0,17.0,"(-1, 0]",0,Kristi DuBose
531077,06/28/2012,08/10/2012,0.0,1.0,"(15, 30]",1.0,5.0,13.0,"(-1, 0]",1,Kristi DuBose
531078,06/28/2012,09/21/2012,0.0,2.0,"(30, 50]",1.0,1.0,19.0,"(-1, 0]",0,Kristi DuBose
531079,06/28/2012,02/21/2013,0.0,1.0,"(30, 50]",1.0,3.0,15.0,"(3, 4]",0,Kristi DuBose
531080,06/28/2012,08/10/2012,0.0,1.0,"(30, 50]",1.0,3.0,4.0,"(13, 14]",6,Kristi DuBose
531081,07/26/2012,09/20/2012,0.0,1.0,"(30, 50]",1.0,3.0,19.0,"(10, 11]",0,Kristi DuBose
531082,07/26/2012,09/20/2012,0.0,2.0,"(30, 50]",1.0,1.0,21.0,"(-1, 0]",0,Kristi DuBose
531084,09/06/2012,10/22/2012,0.0,1.0,"(30, 50]",1.0,1.0,12.0,"(11, 12]",6,Kristi DuBose
531085,09/06/2012,10/22/2012,1.0,2.0,"(30, 50]",1.0,3.0,10.0,"(0, 1]",6,Kristi DuBose
531086,09/06/2012,10/22/2012,0.0,2.0,"(30, 50]",1.0,3.0,27.0,"(1, 2]",1,Kristi DuBose
531087,09/06/2012,10/19/2012,0.0,3.0,"(30, 50]",3.0,1.0,10.0,"(1, 2]",6,Kristi DuBose
531088,09/06/2012,11/15/2012,0.0,1.0,"(30, 50]",1.0,5.0,21.0,"(6, 7]",0,Kristi DuBose
531089,09/06/2012,12/20/2012,0.0,6.0,"(30, 50]",1.0,1.0,17.0,"(15, 25]",0,Kristi DuBose
531090,09/27/2012,11/15/2012,1.0,2.0,"(30, 50]",1.0,6.0,8.0,"(-1, 0]",0,Kristi DuBose
531091,09/27/2012,11/15/2012,1.0,1.0,"(50, 65]",1.0,3.0,9.0,"(-1, 0]",0,Kristi DuBose
531092,09/27/2012,11/15/2012,0.0,1.0,"(30, 50]",1.0,1.0,8.0,"(1, 2]",0,Kristi DuBose
531093,09/27/2012,11/26/2012,0.0,1.0,"(15, 30]",1.0,3.0,23.0,"(4, 5]",0,Kristi DuBose
531094,09/27/2012,11/20/2012,0.0,1.0,"(50, 65]",1.0,5.0,19.0,"(3, 4]",0,Kristi DuBose
531095,09/27/2012,03/15/2013,0.0,1.0,"(15, 30]",1.0,3.0,31.0,"(3, 4]",0,Kristi DuBose
531096,09/27/2012,12/20/2012,0.0,1.0,"(15, 30]",1.0,5.0,31.0,"(2, 3]",2,Kristi DuBose
531097,09/27/2012,12/20/2012,0.0,1.0,"(15, 30]",1.0,3.0,29.0,"(-1, 0]",6,Kristi DuBose
531098,09/27/2012,05/02/2013,0.0,6.0,"(15, 30]",1.0,5.0,21.0,"(-1, 0]",1,Kristi DuBose
531099,09/27/2012,02/21/2013,0.0,1.0,"(30, 50]",1.0,1.0,33.0,"(0, 1]",0,Kristi DuBose
531100,10/25/2012,12/20/2012,0.0,3.0,"(30, 50]",3.0,1.0,21.0,"(3, 4]",6,Kristi DuBose
531102,10/29/2012,01/11/2013,0.0,2.0,"(30, 50]",1.0,1.0,12.0,"(14, 15]",0,Kristi DuBose
531103,10/25/2012,12/20/2012,0.0,2.0,"(15, 30]",1.0,1.0,8.0,"(10, 11]",3,Kristi DuBose
531104,10/25/2012,12/17/2012,0.0,2.0,"(30, 50]",1.0,3.0,6.0,"(-1, 0]",0,Kristi DuBose
531105,10/25/2012,12/20/2012,0.0,3.0,"(30, 50]",3.0,3.0,12.0,"(-1, 0]",6,Kristi DuBose
531106,10/25/2012,12/20/2012,1.0,1.0,"(30, 50]",1.0,1.0,10.0,"(5, 6]",0,Kristi DuBose
531107,11/05/2012,12/20/2012,1.0,1.0,"(50, 65]",1.0,3.0,13.0,"(2, 3]",0,Kristi DuBose
531108,11/28/2012,01/17/2013,0.0,3.0,"(30, 50]",3.0,1.0,15.0,"(0, 1]",6,Kristi DuBose
531109,11/28/2012,03/15/2013,0.0,2.0,"(15, 30]",1.0,1.0,26.0,"(8, 9]",0,Kristi DuBose
531110,11/28/2012,03/08/2013,0.0,2.0,"(50, 65]",1.0,5.0,12.0,"(5, 6]",0,Kristi DuBose
531111,12/19/2012,08/06/2013,0.0,6.0,"(15, 30]",1.0,1.0,42.0,"(-1, 0]",0,Kristi DuBose
531112,12/19/2012,04/23/2013,0.0,1.0,"(15, 30]",1.0,3.0,42.0,"(-1, 0]",1,Kristi DuBose
531113,12/27/2012,03/15/2013,0.0,3.0,"(30, 50]",1.0,1.0,13.0,"(2, 3]",0,Kristi DuBose
531114,12/27/2012,04/23/2013,1.0,1.0,"(30, 50]",1.0,3.0,15.0,"(-1, 0]",0,Kristi DuBose
531115,12/27/2012,07/19/2013,0.0,2.0,"(30, 50]",1.0,5.0,12.0,"(2, 3]",0,Kristi DuBose
531116,12/27/2012,05/02/2013,0.0,1.0,"(30, 50]",1.0,3.0,37.0,"(-1, 0]",0,Kristi DuBose
531117,12/27/2012,05/02/2013,0.0,2.0,"(30, 50]",1.0,1.0,23.0,"(5, 6]",0,Kristi DuBose
531118,12/27/2012,05/02/2013,0.0,1.0,"(15, 30]",1.0,1.0,35.0,"(2, 3]",0,Kristi DuBose
531119,12/27/2012,05/02/2013,0.0,3.0,"(15, 30]",3.0,1.0,27.0,"(-1, 0]",0,Kristi DuBose
531120,01/24/2013,02/04/2013,0.0,6.0,"(30, 50]",1.0,6.0,4.0,"(4, 5]",2,Kristi DuBose
531121,01/31/2013,03/27/2013,0.0,2.0,"(30, 50]",1.0,5.0,19.0,"(4, 5]",0,Kristi DuBose
531122,01/31/2013,04/23/2013,0.0,1.0,"(30, 50]",1.0,5.0,37.0,"(1, 2]",0,Kristi DuBose
531123,01/31/2013,08/19/2013,0.0,2.0,"(15, 30]",1.0,3.0,17.0,"(7, 8]",0,Kristi DuBose
531124,01/31/2013,04/23/2013,1.0,2.0,"(30, 50]",1.0,5.0,22.0,"(-1, 0]",0,Kristi DuBose
531125,02/27/2013,05/24/2013,0.0,6.0,"(30, 50]",4.0,5.0,8.0,"(2, 3]",0,Kristi DuBose
531126,02/27/2013,04/18/2013,0.0,6.0,"(30, 50]",1.0,5.0,6.0,"(-1, 0]",0,Kristi DuBose
531127,02/27/2013,04/23/2013,0.0,2.0,"(30, 50]",1.0,1.0,21.0,"(5, 6]",0,Kristi DuBose
531128,02/27/2013,04/23/2013,0.0,1.0,"(50, 65]",1.0,5.0,23.0,"(0, 1]",0,Kristi DuBose
531129,02/27/2013,05/30/2013,0.0,2.0,"(50, 65]",1.0,3.0,10.0,"(6, 7]",0,Kristi DuBose
531130,02/27/2013,05/24/2013,0.0,2.0,"(30, 50]",1.0,1.0,23.0,"(4, 5]",0,Kristi DuBose
531131,02/27/2013,07/29/2014,0.0,2.0,"(30, 50]",1.0,1.0,16.0,"(1, 2]",0,Kristi DuBose
531132,03/28/2013,05/24/2013,0.0,2.0,"(30, 50]",1.0,5.0,15.0,"(8, 9]",0,Kristi DuBose
531133,03/28/2013,06/24/2013,0.0,1.0,"(50, 65]",1.0,3.0,15.0,"(0, 1]",0,Kristi DuBose
531134,03/28/2013,05/30/2013,0.0,1.0,"(50, 65]",1.0,1.0,12.0,"(0, 1]",0,Kristi DuBose
531135,03/28/2013,05/29/2013,0.0,1.0,"(15, 30]",1.0,3.0,29.0,"(-1, 0]",0,Kristi DuBose
531136,03/28/2013,06/24/2013,0.0,1.0,"(30, 50]",1.0,1.0,27.0,"(12, 13]",0,Kristi DuBose
531137,03/28/2013,07/19/2013,0.0,1.0,"(30, 50]",1.0,1.0,12.0,"(3, 4]",0,Kristi DuBose
531138,04/03/2013,04/23/2013,1.0,2.0,"(50, 65]",1.0,3.0,10.0,"(-1, 0]",2,Kristi DuBose
531139,04/25/2013,10/25/2013,0.0,1.0,"(15, 30]",1.0,5.0,17.0,"(-1, 0]",6,Kristi DuBose
531140,04/25/2013,06/24/2013,0.0,2.0,"(15, 30]",1.0,3.0,25.0,"(4, 5]",0,Kristi DuBose
531141,04/25/2013,06/24/2013,0.0,1.0,"(15, 30]",1.0,3.0,21.0,"(3, 4]",0,Kristi DuBose
531142,04/25/2013,06/24/2013,0.0,2.0,"(15, 30]",1.0,1.0,24.0,"(1, 2]",6,Kristi DuBose
531143,04/25/2013,08/09/2013,0.0,1.0,"(30, 50]",1.0,3.0,16.0,"(3, 4]",0,Kristi DuBose
531144,04/25/2013,06/26/2013,0.0,2.0,"(15, 30]",1.0,1.0,19.0,"(3, 4]",0,Kristi DuBose
531145,04/25/2013,06/24/2013,0.0,1.0,"(30, 50]",1.0,6.0,23.0,"(3, 4]",0,Kristi DuBose
531146,04/25/2013,08/23/2013,0.0,2.0,"(15, 30]",1.0,3.0,16.0,"(11, 12]",0,Kristi DuBose
531147,04/30/2013,05/23/2013,0.0,2.0,"(30, 50]",1.0,3.0,13.0,"(15, 25]",1,Kristi DuBose
531148,05/23/2013,06/24/2013,0.0,1.0,"(50, 65]",1.0,6.0,24.0,"(-1, 0]",2,Kristi DuBose
531149,05/29/2013,06/24/2013,1.0,1.0,"(15, 30]",1.0,3.0,14.0,"(-1, 0]",2,Kristi DuBose
531150,05/30/2013,07/22/2013,0.0,1.0,"(50, 65]",1.0,3.0,10.0,"(-1, 0]",0,Kristi DuBose
531151,05/30/2013,08/19/2013,0.0,2.0,"(30, 50]",1.0,6.0,20.0,"(-1, 0]",0,Kristi DuBose
531152,05/30/2013,08/23/2013,0.0,2.0,"(15, 30]",1.0,5.0,15.0,"(-1, 0]",0,Kristi DuBose
531153,05/30/2013,07/31/2013,0.0,2.0,"(15, 30]",1.0,3.0,17.0,"(10, 11]",0,Kristi DuBose
531154,05/30/2013,07/22/2013,1.0,2.0,"(15, 30]",1.0,5.0,29.0,"(-1, 0]",0,Kristi DuBose
531155,05/30/2013,02/18/2014,0.0,2.0,"(15, 30]",1.0,5.0,24.0,"(0, 1]",1,Kristi DuBose
531156,05/30/2013,02/18/2014,0.0,2.0,"(30, 50]",1.0,5.0,28.0,"(8, 9]",1,Kristi DuBose
531157,05/30/2013,07/23/2013,0.0,2.0,"(30, 50]",1.0,6.0,18.0,"(4, 5]",0,Kristi DuBose
531158,05/30/2013,07/23/2013,1.0,2.0,"(30, 50]",1.0,6.0,18.0,"(-1, 0]",0,Kristi DuBose
531159,05/30/2013,09/03/2013,0.0,2.0,"(15, 30]",1.0,1.0,8.0,"(1, 2]",0,Kristi DuBose
531160,05/30/2013,08/20/2013,0.0,1.0,"(15, 30]",1.0,3.0,13.0,"(3, 4]",0,Kristi DuBose
531161,05/30/2013,07/23/2013,0.0,1.0,"(30, 50]",1.0,3.0,13.0,"(7, 8]",6,Kristi DuBose
531162,05/30/2013,07/23/2013,0.0,1.0,"(15, 30]",1.0,5.0,30.0,"(-1, 0]",0,Kristi DuBose
531163,05/30/2013,07/23/2013,0.0,1.0,"(15, 30]",1.0,5.0,17.0,"(-1, 0]",0,Kristi DuBose
